ticker,name,marketCap,ipoyear,sector,industry,link,exchange,Country,spy,qqq,dow
PG,Procter & Gamble Company (The),2.29E+11,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/pg,NYSE,USA,TRUE,,TRUE
DOW,Dow Chemical Company (The),77663642991,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dow,NYSE,USA,TRUE,,
DD,E.I. du Pont de Nemours and Company,70368317120,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd,NYSE,USA,TRUE,,TRUE
MON,Monsanto Company,51691540345,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon,NYSE,USA,TRUE,,
ECL,Ecolab Inc.,38291793576,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl,NYSE,USA,TRUE,,
PX,"Praxair, Inc.",37917831281,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/px,NYSE,USA,TRUE,,
LYB,LyondellBasell Industries NV,32580000000,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb,NYSE,USA,TRUE,,
APD,"Air Products and Chemicals, Inc.",31550455991,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/apd,NYSE,USA,TRUE,,
PPG,"PPG Industries, Inc.",28391737577,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/ppg,NYSE,USA,TRUE,,
GLW,Corning Incorporated,27818602084,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/glw,NYSE,USA,TRUE,,
IP,International Paper Company,23423760894,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ip,NYSE,USA,TRUE,,
NUE,Nucor Corporation,18316767053,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/nue,NYSE,USA,TRUE,,
NEM,Newmont Mining Corporation,18007288338,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/nem,NYSE,USA,TRUE,,
VMC,Vulcan Materials Company,17640219854,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/vmc,NYSE,USA,TRUE,,
FCX,"Freeport-McMoran, Inc.",17101328123,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fcx,NYSE,USA,TRUE,,
MLM,"Martin Marietta Materials, Inc.",14579769342,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mlm,NYSE,USA,TRUE,,
CHD,"Church & Dwight Company, Inc.",13232942641,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/chd,NYSE,USA,TRUE,,
MAS,Masco Corporation,12426410361,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/mas,NYSE,USA,TRUE,,
LEN,Lennar Corporation,12299933177,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len,NYSE,USA,TRUE,,
EMN,Eastman Chemical Company,12210098897,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn,NYSE,USA,TRUE,,
ALB,Albemarle Corporation,11631205286,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alb,NYSE,USA,TRUE,,
IFF,"Internationa Flavors & Fragrances, Inc.",10824578957,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iff,NYSE,USA,TRUE,,
FBHS,"Fortune Brands Home & Security, Inc.",10138351034,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/fbhs,NYSE,USA,TRUE,,
FMC,FMC Corporation,10019294174,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fmc,NYSE,USA,TRUE,,
SEE,Sealed Air Corporation,8878139611,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see,NYSE,USA,TRUE,,
MOS,Mosaic Company (The),8154128859,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos,NYSE,USA,TRUE,,
AES,The AES Corporation,7710486919,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/aes,NYSE,USA,TRUE,,
SRCL,"Stericycle, Inc.",6672229529,1996,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/srcl,nasdaq,USA,TRUE,,
JEC,Jacobs Engineering Group Inc.,6448751628,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/jec,NYSE,USA,TRUE,,
CF,"CF Industries Holdings, Inc.",6391590133,2005,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cf,NYSE,USA,TRUE,,
FLR,Fluor Corporation,6225901103,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/flr,NYSE,USA,TRUE,,
BA,Boeing Company (The),1.21E+11,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/ba,NYSE,USA,TRUE,,TRUE
HON,Honeywell International Inc.,1.02E+11,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/hon,NYSE,USA,TRUE,,
UTX,United Technologies Corporation,97645595912,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/utx,NYSE,USA,TRUE,,TRUE
LMT,Lockheed Martin Corporation,80957221924,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt,NYSE,USA,TRUE,,
TMO,Thermo Fisher Scientific Inc,67771026395,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/tmo,NYSE,USA,TRUE,,
CAT,"Caterpillar, Inc.",61419622463,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cat,NYSE,USA,TRUE,,TRUE
GD,General Dynamics Corporation,60397426690,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/gd,NYSE,USA,TRUE,,
DHR,Danaher Corporation,59326462725,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr,NYSE,USA,TRUE,,
GM,General Motors Company,52148667801,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/gm,NYSE,USA,TRUE,,
RTN,Raytheon Company,47171452440,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtn,NYSE,USA,TRUE,,
NOC,Northrop Grumman Corporation,44681901505,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/noc,NYSE,USA,TRUE,,
F,Ford Motor Company,44518606912,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/f,NYSE,USA,TRUE,,
DE,Deere & Company,39454989912,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de,NYSE,USA,TRUE,,
ILMN,"Illumina, Inc.",26409940000,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn,nasdaq,USA,TRUE,TRUE,
ROP,"Roper Technologies, Inc.",23731615902,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rop,NYSE,USA,TRUE,,
IR,Ingersoll-Rand plc (Ireland),23280000000,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ir,NYSE,USA,TRUE,,
DLPH,Delphi Automotive plc,23180000000,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dlph,NYSE,USA,TRUE,,
APH,Amphenol Corporation,22847820387,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph,NYSE,USA,TRUE,,
FTV,Fortive Corporation,22220000000,2016,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ftv,NYSE,USA,TRUE,,
PCAR,PACCAR Inc.,22197357987,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/pcar,nasdaq,USA,TRUE,TRUE,
SWK,"Stanley Black & Decker, Inc.",21805886365,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk,NYSE,USA,TRUE,,
PH,Parker-Hannifin Corporation,20919110198,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ph,NYSE,USA,TRUE,,
ROK,"Rockwell Automation, Inc.",20788880789,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rok,NYSE,USA,TRUE,,
A,"Agilent Technologies, Inc.",19036030123,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/a,NYSE,USA,TRUE,,
COL,"Rockwell Collins, Inc.",16868394136,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/col,NYSE,USA,TRUE,,
MTD,"Mettler-Toledo International, Inc.",15390000000,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd,NYSE,USA,TRUE,,
KLAC,KLA-Tencor Corporation,15052347060,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac,nasdaq,USA,TRUE,TRUE,
WAT,Waters Corporation,14800540787,1995,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/wat,NYSE,USA,TRUE,,
TDG,Transdigm Group Incorporated,13955388106,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/tdg,NYSE,USA,TRUE,,
GPC,Genuine Parts Company,13436438772,n/a,Capital Goods,Automotive Aftermarket,http://www.nasdaq.com/symbol/gpc,NYSE,USA,TRUE,,
HRS,Harris Corporation,13307020286,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrs,NYSE,USA,TRUE,,
DHI,"D.R. Horton, Inc.",12750847060,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi,NYSE,USA,TRUE,,
TXT,Textron Inc.,12198600991,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/txt,NYSE,USA,TRUE,,
ARNC,Arconic Inc.,10584243833,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arnc,NYSE,USA,TRUE,,
XYL,Xylem Inc.,9826893627,2011,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/xyl,NYSE,USA,TRUE,,
GRMN,Garmin Ltd.,9652424243,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/grmn,Nasdaq,USA,TRUE,,
SNA,Snap-On Incorporated,9042958616,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna,NYSE,USA,TRUE,,
BWA,BorgWarner Inc.,8887756429,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/bwa,NYSE,USA,TRUE,,
PHM,"PulteGroup, Inc.",7632039147,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/phm,NYSE,USA,TRUE,,
PKI,"PerkinElmer, Inc.",7493656785,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pki,NYSE,USA,TRUE,,
FLS,Flowserve Corporation,5943131376,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/fls,NYSE,USA,TRUE,,
FLIR,"FLIR Systems, Inc.",4799147145,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir,nasdaq,USA,TRUE,,
PWR,"Quanta Services, Inc.",4782523758,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/pwr,NYSE,USA,TRUE,,
KMB,Kimberly-Clark Corporation,47390003116,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb,NYSE,USA,TRUE,,
MHK,"Mohawk Industries, Inc.",18331036386,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk,NYSE,USA,TRUE,,
CLX,Clorox Company (The),17941594693,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx,NYSE,USA,TRUE,,
BLL,Ball Corporation,14850383518,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll,NYSE,USA,TRUE,,
WRK,Westrock Company,14320000000,2015,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/wrk,NYSE,USA,TRUE,,
WHR,Whirlpool Corporation,14107624771,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/whr,NYSE,USA,TRUE,,
AME,"AMTEK, Inc.",13903136659,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame,NYSE,USA,TRUE,,
KMX,CarMax Inc,11738590659,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kmx,NYSE,USA,TRUE,,
GT,The Goodyear Tire & Rubber Company,8590831278,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/gt,nasdaq,USA,TRUE,,
AVY,Avery Dennison Corporation,7808121476,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy,NYSE,USA,TRUE,,
TSLA,"Tesla, Inc. ",62006407743,2010,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/tsla,nasdaq,USA,,TRUE,
AYI,Acuity Brands Inc,7431849328,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/ayi,NYSE,USA,TRUE,,
LEG,"Leggett & Platt, Incorporated",7003025760,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg,NYSE,USA,TRUE,,
AN,"AutoNation, Inc.",4135515862,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an,NYSE,USA,TRUE,,
KO,Coca-Cola Company (The),1.94E+11,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ko,NYSE,USA,TRUE,,TRUE
PM,Philip Morris International Inc,1.86E+11,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/pm,NYSE,USA,TRUE,,
PEP,"Pepsico, Inc.",1.67E+11,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/pep,NYSE,USA,TRUE,,
MO,Altria Group,1.48E+11,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo,NYSE,USA,TRUE,,
KHC,The Kraft Heinz Company,1.08E+11,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/khc,nasdaq,USA,TRUE,TRUE,
EPD,Enterprise Products Partners L.P.,56837766566,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd,NYSE,USA,,,
RAI,Reynolds American Inc,93787290947,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/rai,NYSE,USA,TRUE,,
NKE,"Nike, Inc.",87952841891,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/nke,NYSE,USA,TRUE,,TRUE
MDLZ,"Mondelez International, Inc.",68125789923,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz,nasdaq,USA,TRUE,TRUE,
CL,Colgate-Palmolive Company,67033092489,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/cl,NYSE,USA,TRUE,,
STZ,Constellation Brands Inc,35627345962,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/stz,NYSE,USA,TRUE,,
TMUS,"T-Mobile US, Inc.",52467286264,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tmus,nasdaq,USA,,TRUE,
EL,"Estee Lauder Companies, Inc. (The)",35495820231,1995,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el,NYSE,USA,TRUE,,
GIS,"General Mills, Inc.",32361525530,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/gis,NYSE,USA,TRUE,,
QQQ,"PowerShares QQQ Trust, Series 1",52127064000,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqq,nasdaq,USA,,,
MNST,Monster Beverage Corporation,29253664451,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst,nasdaq,USA,TRUE,TRUE,
TEL,TE Connectivity Ltd.,27920000000,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/tel,NYSE,USA,TRUE,,
SYY,Sysco Corporation,26733117922,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/syy,NYSE,USA,TRUE,,
LVS,Las Vegas Sands Corp.,51093363578,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs,NYSE,USA,,,
NWL,Newell Brands Inc.,25768554000,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/nwl,NYSE,USA,TRUE,,
K,Kellogg Company,24866212645,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k,NYSE,USA,TRUE,,
ADM,Archer-Daniels-Midland Company,23473149139,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm,NYSE,USA,TRUE,,
HSY,Hershey Company (The),23466117055,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/hsy,NYSE,USA,TRUE,,
VFC,V.F. Corporation,22874102241,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/vfc,NYSE,USA,TRUE,,
TSN,"Tyson Foods, Inc.",22480807854,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/tsn,NYSE,USA,TRUE,,
HRL,Hormel Foods Corporation,18393552041,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/hrl,NYSE,USA,TRUE,,
BIDU,"Baidu, Inc.",49289625855,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu,Nasdaq,USA,,TRUE,
DPS,"Dr Pepper Snapple Group, Inc",17080045849,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps,NYSE,USA,TRUE,,
AABA,Altaba Inc.,48596758805,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/aaba,nasdaq,USA,,,
CUK,Carnival Corporation,48022920000,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/cuk,NYSE,USA,,,
CPB,Campbell Soup Company,16301889318,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cpb,NYSE,USA,TRUE,,
CAG,"ConAgra Brands, Inc.",16020134713,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cag,NYSE,USA,TRUE,,
COTY,Coty Inc.,14354655974,2013,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/coty,NYSE,USA,TRUE,,
TAP,Molson Coors Brewing  Company,14060000000,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap,NYSE,USA,TRUE,,
HAS,"Hasbro, Inc.",13980378578,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/has,nasdaq,USA,TRUE,TRUE,
SJM,J.M. Smucker Company (The),13846064683,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/sjm,NYSE,USA,TRUE,,
CTAS,Cintas Corporation,13639270614,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas,nasdaq,USA,TRUE,TRUE,
COH,"Coach, Inc.",13286139479,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/coh,NYSE,USA,TRUE,,
MKC,"McCormick & Company, Incorporated",12518965273,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc,NYSE,USA,TRUE,,
HOG,"Harley-Davidson, Inc.",9644607355,n/a,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/hog,NYSE,USA,TRUE,,
UAA,"Under Armour, Inc.",9493266364,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/uaa,NYSE,USA,TRUE,,
LUK,Leucadia National Corporation,9107003248,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk,NYSE,USA,TRUE,,
UA,"Under Armour, Inc.",8771144062,2016,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ua,NYSE,USA,TRUE,,
PVH,PVH Corp.,8744439607,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pvh,NYSE,USA,TRUE,,
MAT,"Mattel, Inc.",7060086744,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat,nasdaq,USA,TRUE,TRUE,
RL,Ralph Lauren Corporation,5903743918,1997,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/rl,NYSE,USA,TRUE,,
KORS,Michael Kors Holdings Limited,5560000000,2011,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors,NYSE,USA,TRUE,,
AMZN,"Amazon.com, Inc.",4.75E+11,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn,nasdaq,USA,TRUE,TRUE,
BX,The Blackstone Group L.P.,39719760185,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/bx,NYSE,USA,,,
WMT,"Wal-Mart Stores, Inc.",2.28E+11,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/wmt,NYSE,USA,TRUE,,TRUE
JD,"JD.com, Inc.",39511624193,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd,Nasdaq,USA,,TRUE,
CMCSA,Comcast Corporation,1.88E+11,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa,nasdaq,USA,TRUE,TRUE,
HD,"Home Depot, Inc. (The)",1.81E+11,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hd,NYSE,USA,TRUE,,TRUE
DIS,Walt Disney Company (The),1.65E+11,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dis,NYSE,USA,TRUE,,TRUE
MCD,McDonald&#39;s Corporation,1.25E+11,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd,NYSE,USA,TRUE,,TRUE
CHTR,"Charter Communications, Inc.",88996496739,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/chtr,nasdaq,USA,TRUE,TRUE,
SBUX,Starbucks Corporation,86364684000,1992,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sbux,nasdaq,USA,TRUE,TRUE,
TWX,Time Warner Inc.,77414153649,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/twx,NYSE,USA,TRUE,,
COST,Costco Wholesale Corporation,70262653068,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost,nasdaq,USA,TRUE,TRUE,
NFLX,"Netflix, Inc.",67883199143,2002,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/nflx,nasdaq,USA,TRUE,TRUE,
LOW,"Lowe&#39;s Companies, Inc.",64752168255,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low,NYSE,USA,TRUE,,
AMT,American Tower Corporation (REIT),56296751879,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt,NYSE,USA,TRUE,,
FOX,"Twenty-First Century Fox, Inc.",51120627999,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/fox,nasdaq,USA,TRUE,TRUE,
SPG,"Simon Property Group, Inc.",50092844595,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg,NYSE,USA,TRUE,,
VMW,"Vmware, Inc.",37027696178,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/vmw,NYSE,USA,,,
WPZ,Williams Partners LP,36994791239,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wpz,NYSE,USA,,,
CCL,Carnival Corporation,47784000000,1987,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ccl,NYSE,USA,TRUE,,
TJX,"TJX Companies, Inc. (The)",44990742254,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tjx,NYSE,USA,TRUE,,
JCI,Johnson Controls International plc,39690000000,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jci,NYSE,USA,TRUE,,
MAR,Marriott International,39378114504,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar,nasdaq,USA,TRUE,TRUE,
PSA,Public Storage,36940514016,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa,NYSE,USA,TRUE,,
CCI,Crown Castle International Corporation,36519346217,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cci,NYSE,USA,TRUE,,
FOXA,"Twenty-First Century Fox, Inc.",34235156450,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/foxa,nasdaq,USA,TRUE,TRUE,
EQIX,"Equinix, Inc.",34163582454,2000,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqix,nasdaq,USA,TRUE,,
SHW,Sherwin-Williams Company (The),33431198570,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw,NYSE,USA,TRUE,,
PLD,"Prologis, Inc.",31320403900,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pld,NYSE,USA,TRUE,,
DISH,DISH Network Corporation,29748278157,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish,nasdaq,USA,TRUE,TRUE,
HCN,Welltower Inc.,28436498544,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hcn,NYSE,USA,TRUE,,
TGT,Target Corporation,28401942409,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/tgt,NYSE,USA,TRUE,,
AVB,"AvalonBay Communities, Inc.",26786990452,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb,NYSE,USA,TRUE,,
CBS,CBS Corporation,26127372440,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs,NYSE,USA,TRUE,,
YUM,"Yum! Brands, Inc.",26026745702,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/yum,NYSE,USA,TRUE,,
VTR,"Ventas, Inc.",25526076966,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/vtr,NYSE,USA,TRUE,,
WY,Weyerhaeuser Company,25287495490,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/wy,NYSE,USA,TRUE,,
EQR,Equity Residential,24650784283,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr,NYSE,USA,TRUE,,
RCL,Royal Caribbean Cruises Ltd.,23944299527,1993,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rcl,NYSE,USA,TRUE,,
EXPE,"Expedia, Inc.",22940923388,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/expe,nasdaq,USA,TRUE,TRUE,
ROST,"Ross Stores, Inc.",22066626658,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost,nasdaq,USA,TRUE,TRUE,
TRI,Thomson Reuters Corp,33395916217,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/tri,NYSE,USA,,,
HLT,Hilton Worldwide Holdings Inc.,21310000000,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hlt,NYSE,USA,TRUE,,
