Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange
DDD,3D Systems Corporation,21.28,2421890611,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ddd,NYSE
MMM,3M Company,212.61,1.26979E+11,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmm,NYSE
AHC,A.H. Belo Corporation,5.45,118436489.7,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/ahc,NYSE
AAC,"AAC Holdings, Inc.",7.08,170429540.5,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aac,NYSE
AIR,AAR Corp.,34.4,1180750794,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/air,NYSE
AAN,"Aaron&#39;s,  Inc.",38.76,2813134947,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aan,NYSE
ABT,Abbott Laboratories,48.91,84872156161,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abt,NYSE
ABBV,AbbVie Inc.,72.74,1.15769E+11,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abbv,NYSE
ANF,Abercrombie & Fitch Company,12.22,831157792.9,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/anf,NYSE
GCH,"Aberdeen Greater China Fund, Inc.",11.51,101481298.9,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/gch,NYSE
JEQ,"Aberdeen Japan Equity Fund, Inc. ",8.54,114245489.7,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/jeq,NYSE
SGF,"Aberdeen Singapore Fund, Inc.",10.98,81460049.04,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/sgf,NYSE
ABM,ABM Industries Incorporated,41.76,2328940250,n/a,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/abm,NYSE
AKR,Acadia Realty Trust,27.97,2369906155,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/akr,NYSE
ACCO,Acco Brands Corporation,11.45,1254354485,n/a,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/acco,NYSE
ATU,Actuant Corporation,24.05,1435372903,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atu,NYSE
AYI,Acuity Brands Inc,176.56,7431849328,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/ayi,NYSE
GOLF,Acushnet Holdings Corp.,19.62,1460747789,n/a,2016,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/golf,NYSE
ADX,"Adams Diversified Equity Fund, Inc.",14.35,1426918424,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adx,NYSE
PEO,"Adams Natural Resources Fund, Inc.",18.52,528844248.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peo,NYSE
ATGE,Adtalem Global Education Inc.,37.45,2345922527,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atge,NYSE
AAP,Advance Auto Parts Inc,121.79,8993542359,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/aap,NYSE
ADSW,"Advanced Disposal Services, Inc.",23.1,2038927275,n/a,2016,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/adsw,NYSE
WMS,"Advanced Drainage Systems, Inc.",20.9,1162365371,n/a,2014,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/wms,NYSE
ASIX,AdvanSix Inc.,32.76,998621966.2,n/a,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/asix,NYSE
AVK,Advent Claymore Convertible Securities and Income Fund,15.96,376350796.9,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/avk,NYSE
AGC,Advent Claymore Convertible Securities and Income Fund II,6.25,201230475,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/agc,NYSE
ACM,AECOM,32.62,5080039296,n/a,2007,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/acm,NYSE
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",20.38,1518310000,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ajrd,NYSE
AET,Aetna Inc.,151.19,50149723000,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aet,NYSE
AMG,"Affiliated Managers Group, Inc.",162.36,9189978978,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amg,NYSE
MGR,"Affiliated Managers Group, Inc.",25.4,0,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/mgr,NYSE
AFL,Aflac Incorporated,77.51,30759578261,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afl,NYSE
AFSD,Aflac Incorporated,25.6099,0,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afsd,NYSE
MITT,"AG Mortgage Investment Trust, Inc.",18.99,526122317.7,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/mitt,NYSE
MITT^A,"AG Mortgage Investment Trust, Inc.",25.5241,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^a,NYSE
MITT^B,"AG Mortgage Investment Trust, Inc.",25.28,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^b,NYSE
AGCO,AGCO Corporation,67.14,5337245288,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/agco,NYSE
A,"Agilent Technologies, Inc.",59.24,19036030123,n/a,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/a,NYSE
ADC,Agree Realty Corporation,47.37,1356543217,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/adc,NYSE
AL,Air Lease Corporation,36.84,3800582059,n/a,2011,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/al,NYSE
APD,"Air Products and Chemicals, Inc.",144.91,31550455991,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/apd,NYSE
AYR,Aircastle Limited,21.64,1703364576,n/a,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ayr,NYSE
AKS,AK Steel Holding Corporation,6.54,2058957128,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/aks,NYSE
ALP^O,Alabama Power Company,28.5,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/alp^o,NYSE
ALG,"Alamo Group, Inc.",91.52,1057078331,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/alg,NYSE
ALK,"Alaska Air Group, Inc.",90.87,11231886575,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/alk,NYSE
AIN,Albany International Corporation,51.05,1638705000,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/ain,NYSE
ALB,Albemarle Corporation,105.02,11631205286,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alb,NYSE
ALR,Alere Inc.,50.21,4386783481,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/alr,NYSE
ALR^B,Alere Inc.,395.54,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alr^b,NYSE
ALEX,"Alexander & Baldwin Holdings, Inc.",41.71,2049951026,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/alex,NYSE
ALX,"Alexander&#39;s, Inc.",426.34,2177442019,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/alx,NYSE
ARE,"Alexandria Real Estate Equities, Inc.",121.28,11045381588,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/are,NYSE
ARE^D,"Alexandria Real Estate Equities, Inc.",37.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/are^d,NYSE
Y,Alleghany Corporation,584.43,9011064345,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/y,NYSE
ATI,Allegheny Technologies Incorporated,16.64,1810802323,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ati,NYSE
ALLE,Allegion plc,81.41,7757304412,n/a,2013,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/alle,NYSE
AGN,Allergan plc.,248.91,83600661691,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agn,NYSE
AGN^A,Allergan plc.,882.07,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agn^a,NYSE
ALE,"Allete, Inc.",73.65,3747542009,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ale,NYSE
AKP,Alliance California Municipal Income Fund Inc,13.83,118311058.4,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/akp,NYSE
ADS,Alliance Data Systems Corporation,260.91,14526411854,n/a,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ads,NYSE
AFB,Alliance National Municipal Income Fund Inc,13.75,395242870,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/afb,NYSE
AOI,"Alliance One International, Inc.",14.45,140861547.8,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/aoi,NYSE
AWF,Alliance World Dollar Government Fund II,12.82,1105464459,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/awf,NYSE
AB,AllianceBernstein Holding L.P.,23.6,2276767614,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ab,NYSE
LNT,Alliant Energy Corporation,41.69,9497952460,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt,NYSE
NCV,AllianzGI Convertible & Income Fund,7.01,619568846.7,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncv,NYSE
NCZ,AllianzGI Convertible & Income Fund II,6.2,462441043,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncz,NYSE
ACV,AllianzGI Diversified Income & Convertible Fund,21.28,218651361.6,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/acv,NYSE
NIE,AllianzGI Equity & Convertible Income Fund,19.78,548083327.7,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/nie,NYSE
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",13.18,1249484838,n/a,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nfj,NYSE
ALSN,"Allison Transmission Holdings, Inc.",37.62,5718830183,n/a,2012,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alsn,NYSE
ALL,Allstate Corporation (The),88.42,32230687484,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all,NYSE
ALL^A,Allstate Corporation (The),26.32,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^a,NYSE
ALL^B,Allstate Corporation (The),28.25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^b,NYSE
ALL^C,Allstate Corporation (The),27.62,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^c,NYSE
ALL^D,Allstate Corporation (The),27.53,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^d,NYSE
ALL^E,Allstate Corporation (The),27.52,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^e,NYSE
ALL^F,Allstate Corporation (The),27.4189,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^f,NYSE
ALLY,Ally Financial Inc.,20.76,9532860714,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally,NYSE
ALLY^A,Ally Financial Inc.,25.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ally^a,NYSE
ALJ,"Alon USA Energy, Inc.",13.14,944599240.3,n/a,2005,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/alj,NYSE
ALDW,"Alon USA Partners, LP",10.27,642082659.4,n/a,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw,NYSE
AGD,Alpine Global Dynamic Dividend Fund,10.2,128005736.4,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/agd,NYSE
AWP,Alpine Global Premier Properties Fund,6.3,538070091.3,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/awp,NYSE
AOD,Alpine Total Dynamic Dividend Fund,8.67,932834249.1,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/aod,NYSE
AYX,"Alteryx, Inc.",20.24,1180973417,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ayx,NYSE
ATUS,"Altice USA, Inc.",33.9,16621780946,n/a,2017,Consumer Services,Television Services,http://www.nasdaq.com/symbol/atus,NYSE
RESI,Altisource Residential Corporation,13.25,709079818.5,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi,NYSE
MO,Altria Group,76.53,1.47829E+11,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo,NYSE
AEE,Ameren Corporation,56.43,13691881651,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee,NYSE
AMRC,"Ameresco, Inc.",7.15,324785725.6,n/a,2010,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/amrc,NYSE
AAT,"American Assets Trust, Inc.",40.02,1885488393,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aat,NYSE
AXL,"American Axle & Manufacturing Holdings, Inc.",14.97,1664371875,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/axl,NYSE
ACC,American Campus Communities Inc,48.7,6529397274,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acc,NYSE
AEO,"American Eagle Outfitters, Inc.",11.61,2054681433,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo,NYSE
AEP,"American Electric Power Company, Inc.",71.87,35339346543,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep,NYSE
AEL,American Equity Investment Life Holding Company,25.01,2219713530,n/a,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael,NYSE
AXP,American Express Company,82.96,74147921271,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp,NYSE
AFA,"American Financial Group, Inc.",25.3232,0,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afa,NYSE
AFG,"American Financial Group, Inc.",99,8676052506,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afg,NYSE
AFGE,"American Financial Group, Inc.",27.0347,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge,NYSE
AFGH,"American Financial Group, Inc.",27.25,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afgh,NYSE
AIG,"American International Group, Inc.",63.18,58259338603,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig,NYSE
AIG.WS,"American International Group, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aig.ws,NYSE
AMID,"American Midstream Partners, LP",12.65,654396694.6,n/a,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid,NYSE
ARL,"American Realty Investors, Inc.",8.92,138388091.2,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl,NYSE
ARA,"American Renal Associates Holdings, Inc",18.49,575992510.8,n/a,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ara,NYSE
AWR,American States Water Company,48.09,1760872673,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awr,NYSE
AMT,American Tower Corporation (REIT),132.46,56296751879,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt,NYSE
AMT^B,American Tower Corporation (REIT),121.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^b,NYSE
AVD,American Vanguard Corporation,17.55,522692159,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/avd,NYSE
AWK,American Water Works,81.21,14470901342,n/a,2008,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk,NYSE
APU,"AmeriGas Partners, L.P.",44.99,4182183254,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/apu,NYSE
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",126.19,19238158524,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp,NYSE
ABC,AmerisourceBergen Corporation (Holding Co),95.99,20960003671,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc,NYSE
AMN,AMN Healthcare Services Inc,37.05,1774768100,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/amn,NYSE
AP,Ampco-Pittsburgh Corporation,12.55,154000824.1,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ap,NYSE
APH,Amphenol Corporation,74.76,22847820387,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph,NYSE
BETR,"Amplify Snack Brands, inc.",9.59,736095583,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/betr,NYSE
AXR,AMREP Corporation,6.78,54768528.12,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr,NYSE
AME,"AMTEK, Inc.",60.42,13903136659,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame,NYSE
AFSI^A,"AmTrust Financial Services, Inc.",24.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^a,NYSE
AFSI^B,"AmTrust Financial Services, Inc.",24.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^b,NYSE
AFSI^C,"AmTrust Financial Services, Inc.",24.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^c,NYSE
AFSI^D,"AmTrust Financial Services, Inc.",24.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^d,NYSE
AFSI^E,"AmTrust Financial Services, Inc.",25.83,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^e,NYSE
AFSI^F,"AmTrust Financial Services, Inc.",23.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^f,NYSE
AFSS,"AmTrust Financial Services, Inc.",25.2,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss,NYSE
AFST,"AmTrust Financial Services, Inc.",25.75,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst,NYSE
AEUA,Anadarko Petroleum Corporation,40.4,0,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua,NYSE
APC,Anadarko Petroleum Corporation,44.92,25170434169,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc,NYSE
AXE,Anixter International Inc.,76.85,2553450838,n/a,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe,NYSE
NLY,Annaly Capital Management Inc,12.66,12900336934,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly,NYSE
NLY^A,Annaly Capital Management Inc,25.87,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^a,NYSE
NLY^C,Annaly Capital Management Inc,25.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^c,NYSE
NLY^D,Annaly Capital Management Inc,25.63,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^d,NYSE
NLY^E,Annaly Capital Management Inc,25.52,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^e,NYSE
AMGP,Antero Midstream GP LP,21.32,3969148941,n/a,2017,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amgp,NYSE
AM,Antero Midstream Partners LP,31.75,5900483310,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/am,NYSE
ANTM,"Anthem, Inc.",188.15,49857155412,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antm,NYSE
ANTX,"Anthem, Inc.",52.31,13861428645,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antx,NYSE
ANH,Anworth Mortgage Asset  Corporation,6.32,604391699.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/anh,NYSE
ANH^A,Anworth Mortgage Asset  Corporation,27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^a,NYSE
ANH^B,Anworth Mortgage Asset  Corporation,30.57,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^b,NYSE
ANH^C,Anworth Mortgage Asset  Corporation,25.33,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^c,NYSE
AON,Aon plc,133.03,34863174095,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/aon,NYSE
APA,Apache Corporation,46.21,17580012023,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apa,NYSE
AIV,Apartment Investment and Management Company,43.76,6871293572,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aiv,NYSE
AIV^A,Apartment Investment and Management Company,26.9099,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aiv^a,NYSE
ARI,Apollo Commercial Real Estate Finance,19.16,2020190528,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ari,NYSE
ARI^A,Apollo Commercial Real Estate Finance,26.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ari^a,NYSE
ARI^C,Apollo Commercial Real Estate Finance,25.89,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ari^c,NYSE
APO,"Apollo Global Management, LLC",26.23,10661402153,n/a,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/apo,NYSE
APO^A,"Apollo Global Management, LLC",25.94,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apo^a,NYSE
AIB,Apollo Investment Corporation,25.61,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aib,NYSE
AIY,Apollo Investment Corporation,26.66,0,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/aiy,NYSE
APLE,"Apple Hospitality REIT, Inc.",19.21,4284790308,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aple,NYSE
AIT,"Applied Industrial Technologies, Inc.",58.75,2293068724,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/ait,NYSE
ATR,"AptarGroup, Inc.",87.14,5440041711,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/atr,NYSE
WTR,"Aqua America, Inc.",33.69,5983399858,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/wtr,NYSE
WAAS,AquaVenture Holdings Limited,16.87,445511867.4,n/a,2016,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/waas,NYSE
ABR,Arbor Realty Trust,8.39,514728597.5,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abr,NYSE
ABR^A,Arbor Realty Trust,25.48,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^a,NYSE
ABR^B,Arbor Realty Trust,25.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^b,NYSE
ABR^C,Arbor Realty Trust,26.0991,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^c,NYSE
ABRN,Arbor Realty Trust,25.41,0,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn,NYSE
ARC,"ARC Document Solutions, Inc.",4.42,205211048.4,n/a,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/arc,NYSE
ARCH,"Arch Coal, Inc.",65,1626370135,n/a,2016,Energy,Coal Mining,http://www.nasdaq.com/symbol/arch,NYSE
ADM,Archer-Daniels-Midland Company,41.3,23473149139,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm,NYSE
AROC,"Archrock, Inc.",10.75,763030055,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aroc,NYSE
ARNC,Arconic Inc.,24.01,10584243833,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arnc,NYSE
ARNC^B,Arconic Inc.,37.72,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arnc^b,NYSE
AFC,Ares Capital Corporation,26.084,208672000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc,NYSE
ACRE,Ares Commercial Real Estate Corporation,13.64,388504791.8,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre,NYSE
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",16.04,368788071,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc,NYSE
AGX,"Argan, Inc.",61.8,959118634.2,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx,NYSE
AI,Arlington Asset Investment Corp,15,357650160,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai,NYSE
AI^B,Arlington Asset Investment Corp,24.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ai^b,NYSE
AIC,Arlington Asset Investment Corp,23.9753,0,n/a,2015,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aic,NYSE
AIW,Arlington Asset Investment Corp,24.75,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw,NYSE
AHH,"Armada Hoffler Properties, Inc.",13.17,591532328,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh,NYSE
ARR,"ARMOUR Residential REIT, Inc.",27.48,1009404511,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr,NYSE
ARR^A,"ARMOUR Residential REIT, Inc.",25.3193,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a,NYSE
ARR^B,"ARMOUR Residential REIT, Inc.",25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b,NYSE
AWI,Armstrong World Industries Inc,45,2393723340,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi,NYSE
ARW,"Arrow Electronics, Inc.",79.81,7090538281,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw,NYSE
AJG,Arthur J. Gallagher & Co.,56.86,10207166040,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg,NYSE
APAM,Artisan Partners Asset Management Inc.,29.45,2226158042,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam,NYSE
